question_id,suspected_disease,symptom_group,question,positive_keywords,risk_score,required_resource_code,importance,disease_id,canonical_disease_name
DQ_COMMON_005_002,기관지염,respiratory,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_RESP_004,기관지염
DQ_COMMON_005_003,기관지염,respiratory,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_RESP_004,기관지염
DQ_COMMON_006_001,폐렴,respiratory,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_RESP_015,폐렴
DQ_COMMON_006_002,폐렴,respiratory,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_RESP_015,폐렴
DQ_COMMON_006_003,폐렴,respiratory,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_RESP_015,폐렴
DQ_COMMON_007_001,천식,respiratory,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_RESP_011,천식
DQ_COMMON_007_002,천식,respiratory,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_RESP_011,천식
DQ_COMMON_007_003,천식,respiratory,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_RESP_011,천식
DQ_COMMON_008_001,알레르기 비염,respiratory,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_RESP_008,알레르기 비염
DQ_COMMON_008_002,알레르기 비염,respiratory,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_RESP_008,알레르기 비염
DQ_COMMON_008_003,알레르기 비염,respiratory,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_RESP_008,알레르기 비염
DQ_COMMON_009_001,중이염,ent,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_ENT_001,중이염
DQ_COMMON_009_002,중이염,ent,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_ENT_001,중이염
DQ_COMMON_009_003,중이염,ent,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_ENT_001,중이염
DQ_COMMON_010_001,결막염,eye,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_EYE_002,결막염
DQ_COMMON_010_002,결막염,eye,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_EYE_002,결막염
DQ_COMMON_010_003,결막염,eye,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_EYE_002,결막염
DQ_COMMON_011_001,편두통,neuro,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_NEU_009,편두통
DQ_COMMON_011_002,편두통,neuro,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_NEU_009,편두통
DQ_COMMON_011_003,편두통,neuro,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_NEU_009,편두통
DQ_COMMON_012_001,긴장성 두통,neuro,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_NEU_002,긴장성 두통
DQ_COMMON_012_002,긴장성 두통,neuro,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_NEU_002,긴장성 두통
DQ_COMMON_012_003,긴장성 두통,neuro,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_NEU_002,긴장성 두통
DQ_COMMON_013_001,뇌수막염,neuro,목이 뻣뻣하거나 고개를 숙일 때 두통이 심해지나요?,목뻣뻣;고개숙임;두통;수막염,5,ER_GENERAL,5,D_NEU_004,수막염 의심
DQ_COMMON_013_002,뇌수막염,neuro,"고열과 심한 두통, 구토가 함께 있나요?",고열;두통;구토;오심,5,ER_GENERAL,5,D_NEU_004,수막염 의심
DQ_COMMON_013_003,뇌수막염,neuro,의식이 흐리거나 빛을 보기 힘든가요?,의식저하;빛공포;혼돈;경련,5,ER_GENERAL,5,D_NEU_004,수막염 의심
DQ_COMMON_014_001,치매 초기,neuro,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_NEU_008,치매 초기
DQ_COMMON_014_002,치매 초기,neuro,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_NEU_008,치매 초기
DQ_COMMON_014_003,치매 초기,neuro,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_NEU_008,치매 초기
DQ_COMMON_015_001,공황장애,psychiatric,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_PSY_002,공황장애
DQ_COMMON_015_002,공황장애,psychiatric,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_PSY_002,공황장애
DQ_COMMON_015_003,공황장애,psychiatric,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_PSY_002,공황장애
DQ_COMMON_016_001,우울증,psychiatric,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_PSY_005,우울증
DQ_COMMON_016_002,우울증,psychiatric,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_PSY_005,우울증
DQ_COMMON_016_003,우울증,psychiatric,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_PSY_005,우울증
DQ_COMMON_017_001,불면증,psychiatric,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_PSY_003,불면증
DQ_COMMON_017_002,불면증,psychiatric,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_PSY_003,불면증
DQ_COMMON_017_003,불면증,psychiatric,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_PSY_003,불면증
DQ_COMMON_018_001,역류성 식도염,abdominal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_DIG_011,역류성 식도염
DQ_COMMON_018_002,역류성 식도염,abdominal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_DIG_011,역류성 식도염
DQ_COMMON_018_003,역류성 식도염,abdominal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_DIG_011,역류성 식도염
DQ_COMMON_019_001,위염,abdominal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_DIG_013,위염
DQ_COMMON_019_002,위염,abdominal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_DIG_013,위염
DQ_COMMON_019_003,위염,abdominal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_DIG_013,위염
DQ_COMMON_020_001,위궤양,abdominal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_DIG_012,위궤양
DQ_COMMON_020_002,위궤양,abdominal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_DIG_012,위궤양
DQ_COMMON_020_003,위궤양,abdominal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_DIG_012,위궤양
DQ_COMMON_021_001,장염,abdominal,설사가 하루 6회 이상 반복되거나 물처럼 나오나요?,6회;설사;물설사;반복,3,ER_GENERAL,5,D_DIG_014,장염
DQ_COMMON_021_002,장염,abdominal,"피가 섞인 변, 검은 변, 심한 복통 중 하나가 있나요?",혈변;검은변;심한복통;복통,4,ER_GENERAL,5,D_DIG_014,장염
DQ_COMMON_021_003,장염,abdominal,소변이 줄거나 입이 마르고 어지러운 탈수 증상이 있나요?,소변감소;입마름;어지럼;탈수,4,ER_GENERAL,4,D_DIG_014,장염
DQ_COMMON_022_001,과민성대장증후군,abdominal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_DIG_002,과민성대장증후군
DQ_COMMON_022_002,과민성대장증후군,abdominal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_DIG_002,과민성대장증후군
DQ_COMMON_022_003,과민성대장증후군,abdominal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_DIG_002,과민성대장증후군
DQ_COMMON_023_001,맹장염,abdominal,오른쪽 아랫배 통증이 점점 심해지거나 걸을 때 울리나요?,오른쪽아랫배;걸을때통증;악화;충수염,4,ER_GENERAL,5,D_DIG_007,맹장염
DQ_COMMON_023_002,맹장염,abdominal,"구역질, 미열, 식욕 저하가 함께 있나요?",구역;미열;식욕저하;발열,3,ER_GENERAL,4,D_DIG_007,맹장염
DQ_COMMON_023_003,맹장염,abdominal,배를 눌렀다 뗄 때 통증이 더 심해지나요?,반발통;누르면통증;복통;심한통증,5,ER_GENERAL,5,D_DIG_007,맹장염
DQ_COMMON_024_001,담석증,abdominal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_DIG_006,담석증
DQ_COMMON_024_002,담석증,abdominal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_DIG_006,담석증
DQ_COMMON_024_003,담석증,abdominal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_DIG_006,담석증
DQ_COMMON_025_001,간염,abdominal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_DIG_001,간염
DQ_COMMON_025_002,간염,abdominal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_DIG_001,간염
DQ_COMMON_025_003,간염,abdominal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_DIG_001,간염
DQ_COMMON_026_001,신장결석,urology,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_URO_005,신장결석
DQ_COMMON_026_002,신장결석,urology,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_URO_005,신장결석
DQ_COMMON_026_003,신장결석,urology,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_URO_005,신장결석
DQ_COMMON_027_001,방광염,urology,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_URO_003,방광염
DQ_COMMON_027_002,방광염,urology,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_URO_003,방광염
DQ_COMMON_027_003,방광염,urology,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_URO_003,방광염
DQ_COMMON_028_001,요로감염,urology,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_URO_006,요로감염
DQ_COMMON_028_002,요로감염,urology,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_URO_006,요로감염
DQ_COMMON_028_003,요로감염,urology,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_URO_006,요로감염
DQ_COMMON_029_001,전립선염,urology,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_URO_008,전립선염
DQ_COMMON_029_002,전립선염,urology,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_URO_008,전립선염
DQ_COMMON_029_003,전립선염,urology,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_URO_008,전립선염
DQ_COMMON_030_001,당뇨병,endocrine,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_END_003,당뇨병
DQ_COMMON_030_002,당뇨병,endocrine,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_END_003,당뇨병
DQ_COMMON_030_003,당뇨병,endocrine,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_END_003,당뇨병
DQ_COMMON_031_001,갑상선 기능 항진증,endocrine,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_END_002,갑상선 기능 항진증
DQ_COMMON_031_002,갑상선 기능 항진증,endocrine,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_END_002,갑상선 기능 항진증
DQ_COMMON_031_003,갑상선 기능 항진증,endocrine,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_END_002,갑상선 기능 항진증
DQ_COMMON_032_001,갑상선 기능 저하증,endocrine,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_END_001,갑상선 기능 저하증
DQ_COMMON_032_002,갑상선 기능 저하증,endocrine,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_END_001,갑상선 기능 저하증
DQ_COMMON_032_003,갑상선 기능 저하증,endocrine,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_END_001,갑상선 기능 저하증
DQ_COMMON_033_001,고혈압,cardio,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_CAR_001,고혈압
DQ_COMMON_033_002,고혈압,cardio,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_CAR_001,고혈압
DQ_COMMON_033_003,고혈압,cardio,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_CAR_001,고혈압
DQ_COMMON_034_001,협심증,cardio,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_CAR_012,협심증
DQ_COMMON_034_002,협심증,cardio,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_CAR_012,협심증
DQ_COMMON_034_003,협심증,cardio,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_CAR_012,협심증
DQ_COMMON_035_001,심근경색,cardio,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_CAR_004,급성 심근경색
DQ_COMMON_035_002,심근경색,cardio,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_CAR_004,급성 심근경색
DQ_COMMON_035_003,심근경색,cardio,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_CAR_004,급성 심근경색
DQ_COMMON_036_001,심부전,cardio,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_CAR_010,심부전
DQ_COMMON_036_002,심부전,cardio,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_CAR_010,심부전
DQ_COMMON_036_003,심부전,cardio,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_CAR_010,심부전
DQ_COMMON_037_001,아토피,skin,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_SKIN_003,아토피
DQ_COMMON_037_002,아토피,skin,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_SKIN_003,아토피
DQ_COMMON_037_003,아토피,skin,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_SKIN_003,아토피
DQ_COMMON_038_001,두드러기,allergy,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_ALG_001,두드러기
DQ_COMMON_038_002,두드러기,allergy,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_ALG_001,두드러기
DQ_COMMON_038_003,두드러기,allergy,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_ALG_001,두드러기
DQ_COMMON_039_001,대상포진,skin,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_SKIN_001,대상포진
DQ_COMMON_039_002,대상포진,skin,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_SKIN_001,대상포진
DQ_COMMON_039_003,대상포진,skin,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_SKIN_001,대상포진
DQ_COMMON_040_001,무좀,skin,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_SKIN_002,무좀
DQ_COMMON_040_002,무좀,skin,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_SKIN_002,무좀
DQ_COMMON_040_003,무좀,skin,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_SKIN_002,무좀
DQ_COMMON_041_001,류마티스 관절염,musculoskeletal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_MSK_002,류마티스 관절염
DQ_COMMON_041_002,류마티스 관절염,musculoskeletal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_MSK_002,류마티스 관절염
DQ_COMMON_041_003,류마티스 관절염,musculoskeletal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_MSK_002,류마티스 관절염
DQ_COMMON_042_001,통풍,musculoskeletal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_MSK_004,통풍
DQ_COMMON_042_002,통풍,musculoskeletal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_MSK_004,통풍
DQ_COMMON_042_003,통풍,musculoskeletal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_MSK_004,통풍
DQ_COMMON_043_001,디스크,musculoskeletal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_MSK_001,디스크
DQ_COMMON_043_002,디스크,musculoskeletal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_MSK_001,디스크
DQ_COMMON_043_003,디스크,musculoskeletal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_MSK_001,디스크
DQ_COMMON_044_001,오십견,musculoskeletal,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_MSK_003,오십견
DQ_COMMON_044_002,오십견,musculoskeletal,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_MSK_003,오십견
DQ_COMMON_044_003,오십견,musculoskeletal,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_MSK_003,오십견
DQ_COMMON_045_001,빈혈,hematology,증상이 갑자기 심해졌거나 빠르게 악화되고 있나요?,악화;심해짐;갑자기;지속,3,ER_GENERAL,4,D_HEM_001,빈혈
DQ_COMMON_045_002,빈혈,hematology,"고열, 심한 통증, 숨참, 의식 저하 중 하나라도 동반되나요?",고열;심한통증;숨참;의식저하,4,ER_GENERAL,5,D_HEM_001,빈혈
DQ_COMMON_045_003,빈혈,hematology,증상이 3일 이상 지속되거나 반복되고 있나요?,3일;지속;반복;재발,2,ER_GENERAL,3,D_HEM_001,빈혈
